Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default",meta:specialk9_internal_id,meta:specialk9_source_url,meta:specialk9_seo_title,meta:specialk9_seo_description
variation,"51604 063 55",,"Collar Eslabón Plano Acero Inoxidable 4mm - 25""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,41200.00,,,,,,,51604,,,,,,,,Tamaño,"25""",1,0,,,,,,,,,,,,698029390,,,
variable,51441,,"Collar Eslabón plano acero inoxidable negro - 2mm",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar Acero Inoxidable, acabado negro, grosor de 2.0mm. </p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.11,0.0,0.0,0.0,1,,,,"Collares > Collar Eslabón, Obediencia, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4565950041.jpg,,,,,"51663 06 55,IDC,51508,C05,50135 010 57",,,,,"Herm Sprenger",Tamaño,"12"", 13.5""",1,0,,,,,,,,,,,,739585082,https://www.specialk9.com/Collar-Eslabon-plano-acero-inoxidable-negro-2mm-p739585082,"Collar Eslabón plano acero inoxidable negro - 2mm","Descripción Collar Acero Inoxidable, acabado negro, grosor de 2.0mm. Garantía Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía. Devoluciones Se realiza cambio si el producto presenta defecto de fábrica. Muy respetuosamente pedimos que, al momento de…"
variation,"51441 034 57",,"Collar Eslabón plano acero inoxidable negro - 2mm - 13.5""",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,18000.00,,,,,,,51441,,,,,,,,Tamaño,"13.5""",1,0,,,,,,,,,,,,739585082,,,
variation,"51441 030 57",,"Collar Eslabón plano acero inoxidable negro - 2mm - 12""",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,17000.00,,,,,,,51441,,,,,,,,Tamaño,"12""",1,0,,,,,,,,,,,,739585082,,,
variable,"51541 57",,"Collar Eslabón plano acero inoxidable negro - 3mm",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar Acero Inoxidable, acabado negro, grosor de 3.0mm. </p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.11,0.0,0.0,0.0,1,,,,"Collares > Collar Eslabón, Obediencia, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4565950041.jpg,,,,,"51663 06 55,IDC,51508,C05,50135 010 57",,,,,"Herm Sprenger",Tamaño,"17"", 20"", 22"", 24""",1,0,,,,,,,,,,,,698045593,https://www.specialk9.com/Collar-Eslabon-plano-acero-inoxidable-negro-3mm-p698045593,"Collar Eslabón plano acero inoxidable negro - 3mm","Descripción Collar Acero Inoxidable, acabado negro, grosor de 3.0mm. Garantía Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía. Devoluciones Se realiza cambio si el producto presenta defecto de fábrica. Muy respetuosamente pedimos que, al momento de…"
variation,"51541 060 57",,"Collar Eslabón plano acero inoxidable negro - 3mm - 24""",1,,visible,,,taxable,parent,1,10,1,1,0,,,,,,,,31000.00,,,,,,,"51541 57",,,,,,,,Tamaño,"24""",1,0,,,,,,,,,,,,698045593,,,
variation,"51541 054 57",,"Collar Eslabón plano acero inoxidable negro - 3mm - 22""",1,,visible,,,taxable,parent,1,14,1,1,0,,,,,,,,29500.00,,,,,,,"51541 57",,,,,,,,Tamaño,"22""",1,0,,,,,,,,,,,,698045593,,,
variation,"51541 049 57",,"Collar Eslabón plano acero inoxidable negro - 3mm - 20""",1,,visible,,,taxable,parent,1,6,1,1,0,,,,,,,,28500.00,,,,,,,"51541 57",,,,,,,,Tamaño,"20""",1,0,,,,,,,,,,,,698045593,,,
variation,"51541 044 57",,"Collar Eslabón plano acero inoxidable negro - 3mm - 17""",1,,visible,,,taxable,parent,1,2,1,1,0,,,,,,,,27500.00,,,,,,,"51541 57",,,,,,,,Tamaño,"17""",1,0,,,,,,,,,,,,698045593,,,
variable,51641,,"Collar Eslabón plano acero inoxidable negro 4 mm",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar Fur Saver Herm Sprenger®</p><p>Acero Inoxidable, acabado negro, grosor de 4.0mm</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Collares > Collar Eslabón, Obediencia, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/698029392/4555734749.jpg,,,,,,,,,,"Herm Sprenger",Tamaño,"20""",1,0,,,,,,,,,,,,698029392,https://www.specialk9.com/Collar-Eslabon-plano-acero-inoxidable-negro-4-mm-p698029392,"Collar Eslabón plano acero inoxidable negro 4 mm","Descripción Collar Fur Saver Herm Sprenger® Acero Inoxidable, acabado negro, grosor de 4.0mm Garantía Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía. Devoluciones Se realiza cambio si el producto presenta defecto de fábrica. Muy respetuosamente pedimos…"
variation,"51641 051 57",,"Collar Eslabón plano acero inoxidable negro 4 mm - 20""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,33000.00,,,,,,,51641,,,,,,,,Tamaño,"20""",1,0,,,,,,,,,,,,698029392,,,
variable,516630,,"Collar Eslabón Plano Acero Inoxidable Negro - 4mm",-1,1,hidden,,"<details><summary>Descripción</summary><section><p>Collar de entrenamiento tipo cadena fabricado por Herm Sprenger en Alemania, diseñado con eslabones largos que permiten un deslizamiento suave y uniforme a través de las anillas mientras reducen el desgaste y la rotura del pelaje. Su diseño lo convierte en una excelente opción para perros de pelo largo, fino o de doble capa, aunque es apto para cualquier tipo de manto.</p><div>Fabricado en acero inoxidable negro de alta calidad, ofrece una excelente resistencia a la corrosión, humedad y ambientes costeros, siendo adecuado para uso diario, entrenamiento y trabajo profesional en cualquier condición climática. El acabado negro se obtiene mediante un proceso de tratamiento superficial que proporciona una apariencia discreta y elegante, desarrollando con el uso una pátina característica propia del desgaste natural del material.</div></section></details><details><summary>Especificaciones técnicas<br></summary><section><div>- Marca: Herm Sprenger</div><div>- Modelo: Collar Eslabón Plano Largo</div><div>- Tipo de producto: Collar de entrenamiento tipo cadena</div><div>- Material: Acero inoxidable negro</div><div>- Calibre del alambre: 4 mm</div><div>- Tipo de eslabón: Plano Largo</div><div>- Anillas metálicas: 2</div><div>- Compatible con limitador de tensión mediante anilla adicional</div><div>- Adecuado para pelo corto, medio y largo</div><div>- Resistente a la corrosión y ambientes húmedos</div><div>- Fabricado en Alemania</div></section></details><details><summary><p>Sugerencias para la selección de talla:</p></summary><section><p>Se recomienda elegir una longitud aproximadamente 3"" (7,6 cm) mayor que la medida real del cuello del perro.</p><p>Por ejemplo, si el cuello de su perro mide 17"" (43,2 cm), se recomienda seleccionar como mínimo una talla de 20"" (50,8 cm) para garantizar un ajuste cómodo.</p></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,,,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/848558232/5890888631.webp,,,,,,,,,88,"Herm Sprenger",Tamaño,"24""",1,0,,,,,,,,,,,,848558232,https://www.specialk9.com/Collar-Eslabon-Plano-Acero-Inoxidable-Negro-4mm-p848558232,"Collar Eslabón Plano Acero Inoxidable Negro - 4mm","Descripción Collar de entrenamiento tipo cadena fabricado por Herm Sprenger en Alemania, diseñado con eslabones largos que permiten un deslizamiento suave y uniforme a través de las anillas mientras reducen el desgaste y la rotura del pelaje. Su diseño lo convierte en una excelente opción para…"
variation,"51663 060 57",,"Collar Eslabón Plano Acero Inoxidable Negro - 4mm - 24""",-1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,51700.00,,,,,,,516630,,,,,,,,Tamaño,"24""",1,0,,,,,,,,,,,,848558232,,,
variable,"51541 055 6",,"Collar Eslabón Plano Curogan 3mm",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar de Eslabón plano curogan 3mm</p><p>Eslabón Corto</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.12,0.0,0.0,0.0,1,,,,"Collares > Collar Eslabón, Obediencia, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4889159745.jpg,,,,,"59440 002 77,51506,50135 010 57,51112 57,51541 57",,,,,"Herm Sprenger",Tamaño,"21.75""",1,0,,,,,,,,,,,,746165220,https://www.specialk9.com/Collar-Eslabon-Plano-Curogan-3mm-p746165220,"Collar Eslabón Plano Curogan 3mm","Descripción Collar de Eslabón plano curogan 3mm Eslabón Corto Garantía Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía. Devoluciones Se realiza cambio si el producto presenta defecto de fábrica. Muy respetuosamente pedimos que, al momento de solicitarnos…"
variation,"51541 055 67",,"Collar Eslabón Plano Curogan 3mm - 21.75""",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,28000.00,,,,,,,"51541 055 6",,,,,,,,Tamaño,"21.75""",1,0,,,,,,,,,,,,746165220,,,
variable,51663,,"Collar Eslabón Plano Curogan 4mm",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar de Eslabón Plano, Curogan en 4mm de grosor.</p><p>Esta calidad fue desarrollada para perros que reaccionan a otros materiales con un pelaje descolorido. CUROGAN es una excelente alternativa para más del 90% de estos perros. Además de sus propiedades antialérgicas (sin níquel), los collares CUROGAN son muy populares por su atractivo aspecto. El alto contenido de cobre le da al collar un color brillante que se oscurece con el uso. Debido al alto contenido de cobre, estas cadenas tienen en su interior una mayor abrasión del material.<br></p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Collares > Collar Eslabón, Obediencia, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/698065035/4555731596.jpg,,,,,"C701,59440 002 77,N103H,225CG,220CG",,,,,"Herm Sprenger",Tamaño,"20"", 21"", 23"", 25"", 26.5"", 27.5""",1,0,,,,,,,,,,,,698065035,https://www.specialk9.com/Collar-Eslabon-Plano-Curogan-4mm-p698065035,"Collar Eslabón Plano Curogan 4mm","Descripción Collar de Eslabón Plano, Curogan en 4mm de grosor. Esta calidad fue desarrollada para perros que reaccionan a otros materiales con un pelaje descolorido. CUROGAN es una excelente alternativa para más del 90% de estos perros. Además de sus propiedades antialérgicas (sin níquel), los…"
variation,"51604 054 67",,"Collar Eslabón Plano Curogan 4mm - 21""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,49000.00,,,,,,,51663,,,,,,,,Tamaño,"21""",1,0,,,,,,,,,,,,698065035,,,
variation,"51663 069 67",,"Collar Eslabón Plano Curogan 4mm - 27.5""",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,39000.00,,,,,,,51663,,,,,,,,Tamaño,"27.5""",1,0,,,,,,,,,,,,698065035,,,
variation,"51663 066 67",,"Collar Eslabón Plano Curogan 4mm - 26.5""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,33500.00,,,,,,,51663,,,,,,,,Tamaño,"26.5""",1,0,,,,,,,,,,,,698065035,,,
variation,"51663 063 67",,"Collar Eslabón Plano Curogan 4mm - 25""",1,,visible,,,taxable,parent,1,8,1,1,0,,,,,,,,33000.00,,,,,,,51663,,,,,,,,Tamaño,"25""",1,0,,,,,,,,,,,,698065035,,,
variation,"51663 058 67",,"Collar Eslabón Plano Curogan 4mm - 23""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,28500.00,,,,,,,51663,,,,,,,,Tamaño,"23""",1,0,,,,,,,,,,,,698065035,,,
variation,"51663 050 67",,"Collar Eslabón Plano Curogan 4mm - 20""",1,,visible,,,taxable,parent,1,1,1,1,0,,,,,,,,27500.00,,,,,,,51663,,,,,,,,Tamaño,"20""",1,0,,,,,,,,,,,,698065035,,,
variable,"51112 55",,"Collar eslabón retorcido, acero inoxidable - 3mm",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar de eslabón retorcido de 3mm de grosor, en acero inoxidable. Recomendado para perros de pelo corto. Acción inmediata en el entrenamiento y corrección del comportamiento.</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.12,0.0,0.0,0.0,1,,,,"Collares > Collar Eslabón, Obediencia, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553185397.jpg,,,,,"50045 010 57,59440 002 77,225CG,N103H,220CG",,,,,"Herm Sprenger",Tamaño,"18"", 20"", 22""",1,0,,,,,,,,,,,,697533468,https://www.specialk9.com/Collar-eslabon-retorcido-acero-inoxidable-3mm-p697533468,"Collar eslabón retorcido, acero inoxidable - 3mm","Descripción Collar de eslabón retorcido de 3mm de grosor, en acero inoxidable. Recomendado para perros de pelo corto. Acción inmediata en el entrenamiento y corrección del comportamiento. Garantía Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.…"
variation,"51112 055 55",,"Collar eslabón retorcido, acero inoxidable - 3mm - 22""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,23000.00,,,,,,,"51112 55",,,,,,,,Tamaño,"22""",1,0,,,,,,,,,,,,697533468,,,
variation,"51112 050 55",,"Collar eslabón retorcido, acero inoxidable - 3mm - 20""",1,,visible,,,taxable,parent,1,-1,1,1,0,,,,,,,,22000.00,,,,,,,"51112 55",,,,,,,,Tamaño,"20""",1,0,,,,,,,,,,,,697533468,,,
variation,"51112 045 55",,"Collar eslabón retorcido, acero inoxidable - 3mm - 18""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,21200.00,,,,,,,"51112 55",,,,,,,,Tamaño,"18""",1,0,,,,,,,,,,,,697533468,,,
variable,"51112 57",,"Collar eslabón retorcido, acero inoxidable negro - 3mm",1,0,visible,,"<details><summary>Descripción</summary><section><p>Collar de eslabón retorcido de 3mm de grosor, acabado negro, en acero inoxidable. Recomendado para perros de pelo corto. Acción inmediata en el entrenamiento y corrección del comportamiento.</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details><p><br></p>",taxable,,,,,,0,0.12,0.0,0.0,0.0,1,,,,"Collares > Collar Eslabón, Obediencia, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/698045591/4555741485.jpg,,,,,"59440 002 77,C05,N103H,00011,225CG",,,,,"Herm Sprenger",Tamaño,"16"", 18"", 20"", 22"", 24""",1,0,,,,,,,,,,,,698045591,https://www.specialk9.com/Collar-eslabon-retorcido-acero-inoxidable-negro-3mm-p698045591,"Collar eslabón retorcido, acero inoxidable negro - 3mm","Descripción Collar de eslabón retorcido de 3mm de grosor, acabado negro, en acero inoxidable. Recomendado para perros de pelo corto. Acción inmediata en el entrenamiento y corrección del comportamiento. Garantía Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la…"
variation,"51112 060 57",,"Collar eslabón retorcido, acero inoxidable negro - 3mm - 24""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,29000.00,,,,,,,"51112 57",,,,,,,,Tamaño,"24""",1,0,,,,,,,,,,,,698045591,,,
variation,"51112 055 57",,"Collar eslabón retorcido, acero inoxidable negro - 3mm - 22""",1,,visible,,,taxable,parent,1,5,1,1,0,,,,,,,,24000.00,,,,,,,"51112 57",,,,,,,,Tamaño,"22""",1,0,,,,,,,,,,,,698045591,,,
variation,"51112 050 57",,"Collar eslabón retorcido, acero inoxidable negro - 3mm - 20""",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,23000.00,,,,,,,"51112 57",,,,,,,,Tamaño,"20""",1,0,,,,,,,,,,,,698045591,,,
